movie_id,title,revenue,vote_average,vote_count,watch_providers,genres,budget,runtime,original_language,adult,shooting_format,release_year,number_screens_release,overview,movie_script,script_writer,distributors,director,producers,main_cast
298382,The Dressmaker,25003426,7.003,1678,,"Drama, Comedy, Western",11930000,118,en,False,,2015,,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",,,"White Hot Productions, Screen Australia, Film Art Media, Embankment Films, Ingenious Media, Universal Pictures",Jocelyn Moorhouse,Sue Maslin,"Kate Winslet, Liam Hemsworth, Caroline Goodall"
271718,Trainwreck,140795793,5.806,2612,Now TV Cinema,"Comedy, Romance",35000000,125,en,False,,2015,,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",,,Apatow Productions,Judd Apatow,"Judd Apatow, Barry Mendel","Amy Schumer, Bill Hader, Brie Larson"
326425,Extraction,16775,4.557,384,"Amazon Prime Video, Icon Film Amazon Channel, Amazon Prime Video with Ads","Action, Thriller",0,82,en,False,,2015,,"When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be saved—so he launches his own rescue operation.",,,"EFO Films, Aperture Entertainment, Twirly Films Limited, Ingenious Media, The Fyzz",Steven C. Miller,"Adam Goldworm, Randall Emmett, Mark Stewart, George Furla","Bruce Willis, Gina Carano, Kellan Lutz"
325358,Superfast!,0,5.062,463,,"Comedy, Action",20000000,99,en,False,,2015,,"Undercover cop Lucas White joins Vin Serento's gang of illegal street racers. They are fast and they are furious and they plan to double cross Los Angeles kingpin Juan Carlos de la Sol, who hides his cash in a downtown Taco Bell.",,,"The Safran Company, 3 in the Box","Jason Friedberg, Aaron Seltzer","Aaron Seltzer, Peter Safran, Jason Friedberg","Alex Ashbaugh, Dale Pavinski, Andrea Navedo"
150540,Inside Out,857611174,7.911,22481,Disney Plus,"Animation, Family, Adventure, Drama, Comedy",175000000,95,en,False,,2015,,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",,,"Pixar, Walt Disney Pictures",Pete Docter,Jonas Rivera,"Amy Poehler, Phyllis Smith, Richard Kind"
216015,Fifty Shades of Grey,569651467,5.887,11972,"Netflix, Netflix Standard with Ads","Drama, Romance, Thriller",40000000,125,en,False,,2015,,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",,,"Universal Pictures, Focus Features, Michael De Luca Productions, Trigger Street Productions",Sam Taylor-Johnson,"Michael De Luca, E.L. James, Dana Brunetti","Dakota Johnson, Jamie Dornan, Jennifer Ehle"
140607,Star Wars: The Force Awakens,2068223624,7.261,19726,Disney Plus,"Adventure, Action, Science Fiction",245000000,136,en,False,,2015,,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",,,"Lucasfilm Ltd., Bad Robot",J.J. Abrams,"J.J. Abrams, Bryan Burk, Kathleen Kennedy","Harrison Ford, Mark Hamill, Carrie Fisher"
99861,Avengers: Age of Ultron,1405403694,7.3,23413,Disney Plus,"Action, Adventure, Science Fiction",365000000,141,en,False,,2015,,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",,,Marvel Studios,Joss Whedon,Kevin Feige,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo"
76341,Mad Max: Fury Road,378858340,7.622,23071,"Sky Go, Now TV Cinema, Netflix Standard with Ads","Action, Adventure, Science Fiction",150000000,121,en,False,,2015,,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",,,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment",George Miller,"Doug Mitchell, George Miller, P.J. Voeten","Tom Hardy, Charlize Theron, Nicholas Hoult"
150689,Cinderella,543514353,6.825,7156,Disney Plus,"Romance, Fantasy, Family, Drama",95000000,105,en,False,,2015,,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",,,"Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions",Kenneth Branagh,"Simon Kinberg, Allison Shearmur, David Barron","Lily James, Cate Blanchett, Richard Madden"
257211,The Intern,194564672,7.222,6860,"Netflix, Amazon Prime Video, Netflix Standard with Ads, Amazon Prime Video with Ads",Comedy,35000000,121,en,False,,2015,,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",,,"Warner Bros. Pictures, RatPac Entertainment, Waverly Films",Nancy Meyers,"Nancy Meyers, Suzanne Farwell","Robert De Niro, Anne Hathaway, Rene Russo"
168259,Furious 7,1515400000,7.225,10796,"Sky Go, Now TV Cinema","Action, Thriller, Crime",190000000,137,en,False,,2015,,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,,,"Original Film, One Race, Universal Pictures",James Wan,"Vin Diesel, Neal H. Moritz, Michael Fottrell","Vin Diesel, Paul Walker, Dwayne Johnson"
177677,Mission: Impossible - Rogue Nation,682716636,7.2,9049,"Paramount Plus, Paramount+ Amazon Channel, Paramount Plus Apple TV Channel , Paramount Plus Premium, Paramount Plus Basic with Ads","Action, Adventure",150000000,131,en,False,,2015,,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",,,"Paramount Pictures, Bad Robot, Odin, Skydance Media",Christopher McQuarrie,"J.J. Abrams, David Ellison, Tom Cruise, Bryan Burk, Don Granger","Tom Cruise, Jeremy Renner, Simon Pegg"
135397,Jurassic World,1671537444,6.695,20677,,"Action, Adventure, Science Fiction, Thriller",150000000,124,en,False,,2015,,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",,,"Amblin Entertainment, Universal Pictures",Colin Trevorrow,"Frank Marshall, Patrick Crowley","Chris Pratt, Bryce Dallas Howard, Irrfan Khan"
214756,Ted 2,215863606,6.314,7633,"Netflix, Netflix Standard with Ads","Comedy, Fantasy",68000000,115,en,False,,2015,,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",,,"Smart Entertainment, Universal Pictures, Fuzzy Door Productions, Bluegrass Films, MRC",Seth MacFarlane,"Scott Stuber, John Jacobs, Seth MacFarlane, Jason Clark","Mark Wahlberg, Seth MacFarlane, Amanda Seyfried"
265208,Wild Card,6738764,5.688,1822,,"Thriller, Crime, Action",30000000,92,en,False,,2015,,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",,,"SJ Pictures, SJ Heat Productions, Current Entertainment, Lionsgate, Sierra/Affinity, Silver State Production Services, Cinema Seven Productions",Simon West,Steven Chasman,"Jason Statham, Michael Angarano, Dominik Garcia"
277216,Straight Outta Compton,201634991,7.788,3979,,"Drama, Music, History",28000000,147,en,False,,2015,,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",,,"Broken Chair Flickz, Universal Pictures, Legendary Pictures, Cube Vision, Crucial Films, Circle of Confusion, Will Packer Productions, Xenon Pictures",F. Gary Gray,"Ice Cube, Dr. Dre, Matt Alvarez, Scott Bernstein, Tomica Woods-Wright, F. Gary Gray","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell"
286217,The Martian,631058917,7.688,20143,Disney Plus,"Drama, Adventure, Science Fiction",108000000,141,en,False,,2015,,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",,,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions",Ridley Scott,"Aditya Sood, Simon Kinberg, Ridley Scott, Mark Huffam, Michael Schaefer","Matt Damon, Jessica Chastain, Kristen Wiig"
273481,Sicario,84997446,7.412,8884,,"Action, Crime, Thriller",30000000,122,en,False,,2015,,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,,,"Lionsgate, Black Label Media, Thunder Road",Denis Villeneuve,"Thad Luckinbill, Edward McDonnell, Trent Luckinbill, Molly Smith, Basil Iwanyk","Emily Blunt, Benicio del Toro, Josh Brolin"
87101,Terminator Genisys,440603537,5.942,8551,"Amazon Prime Video, Paramount Plus, Paramount+ Amazon Channel, Paramount Plus Apple TV Channel , Amazon Prime Video with Ads, Paramount Plus Premium, Paramount Plus Basic with Ads","Science Fiction, Action, Thriller, Adventure",155000000,126,en,False,,2015,,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",,,"Paramount Pictures, Skydance Media, Annapurna Pictures",Alan Taylor,"David Ellison, Dana Goldberg","Emilia Clarke, Jai Courtney, Arnold Schwarzenegger"
302946,The Accountant,155160045,7.102,6536,"Sky Go, Now TV Cinema","Crime, Thriller, Drama",44000000,128,en,False,,2016,,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",,,"Zero Gravity Management, Electric City Entertainment, RatPac Entertainment, Warner Bros. Pictures",Gavin O'Connor,"Lynette Howell Taylor, Mark Williams","Ben Affleck, Cynthia Addai-Robinson, Anna Kendrick"
324786,Hacksaw Ridge,175302354,8.194,14083,MGM Plus Amazon Channel,"Drama, History, War",40000000,139,en,False,,2016,,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",,,"Summit Entertainment, Pandemonium, Cross Creek Pictures, Permut Presentations, Vendian Entertainment, Argent Pictures, IM Global, AI Film, Bliss Media, Kylin Pictures, Cosmos Filmed Entertainment, Icon Productions",Mel Gibson,"Bruce Davey, Brian Oliver, William D. Johnson, Paul Currie, Bill Mechanic, Terry Benedict, David Permut","Andrew Garfield, Sam Worthington, Vince Vaughn"
333371,10 Cloverfield Lane,110216998,6.992,8118,,"Thriller, Science Fiction, Drama, Horror",15000000,104,en,False,,2016,,"After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he claims to have saved her from an apocalyptic attack that has left the outside world uninhabitable.",,,Bad Robot,Dan Trachtenberg,"J.J. Abrams, Lindsey Weber","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr."
293660,Deadpool,782837347,7.6,31573,Disney Plus,"Action, Adventure, Comedy",58000000,108,en,False,,2016,,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",,,"20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment",Tim Miller,"Ryan Reynolds, Simon Kinberg, Lauren Shuler Donner","Ryan Reynolds, Morena Baccarin, Ed Skrein"
371645,Hunt for the Wilderpeople,23900000,7.647,2127,MGM Plus Amazon Channel,"Adventure, Comedy, Drama",2500000,101,en,False,,2016,,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",,,"Defender Films, Piki Films, Curious Films",Taika Waititi,"Carthew Neal, Matt Noonan, Leanne Saunders, Taika Waititi","Sam Neill, Julian Dennison, Rima Te Wiata"
313369,La La Land,509183536,7.9,17272,,"Comedy, Drama, Romance, Music",30000000,129,en,False,,2016,,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",,,"Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions",Damien Chazelle,"Jordan Horowitz, Marc Platt, Fred Berger, Gary Gilbert","Ryan Gosling, Emma Stone, John Legend"
329865,Arrival,203388186,7.613,18225,"Sky Go, Now TV Cinema","Drama, Science Fiction, Mystery",47000000,116,en,False,,2016,,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",,,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",Denis Villeneuve,"Dan Levine, Shawn Levy, David Linde, Karen Lunder, Aaron Ryder, Dan Cohen","Amy Adams, Jeremy Renner, Forest Whitaker"
310307,The Founder,24121245,7.131,5065,"Netflix, STUDIOCANAL PRESENTS Apple TV Channel, Studiocanal Presents Amazon Channel, Netflix Standard with Ads","Drama, History",15000000,115,en,False,,2016,,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",,,"Speedie Distribution, FilmNation Entertainment, Faliro House Productions, The Combine, The Weinstein Company",John Lee Hancock,"Don Handfield, Jeremy Renner, Aaron Ryder","Michael Keaton, Nick Offerman, John Carroll Lynch"
284052,Doctor Strange,676343174,7.418,22515,Disney Plus,"Action, Adventure, Fantasy",180000000,115,en,False,,2016,,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",,,Marvel Studios,Scott Derrickson,Kevin Feige,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams"
259693,The Conjuring 2,322811702,7.291,8576,"Netflix, Netflix Standard with Ads",Horror,40000000,134,en,False,,2016,,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,,,"New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment",James Wan,"Peter Safran, Rob Cowan, James Wan","Patrick Wilson, Vera Farmiga, Madison Wolfe"
334541,Manchester by the Sea,79000000,7.546,5987,"Netflix, Amazon Prime Video, STUDIOCANAL PRESENTS Apple TV Channel, Netflix Standard with Ads",Drama,9000000,138,en,False,,2016,,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",,,"Pearl Street Films, K Period Media, B Story, The Affleck/Middleton Project, The Media Farm, Big Indie Pictures",Kenneth Lonergan,"Lauren Beck, Matt Damon, Chris Moore, Gigi Pritzker, Kimberly Steward, Kevin J. Walsh","Casey Affleck, Lucas Hedges, Michelle Williams"
290595,The Huntsman: Winter's War,164989338,6.288,4859,"Amazon Prime Video, Sky Go, Now TV Cinema, Amazon Prime Video with Ads","Action, Adventure, Drama",115000000,114,en,False,,2016,,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",,,"Roth Films, Universal Pictures, Perfect World Pictures",Cedric Nicolas-Troyan,Joe Roth,"Chris Hemsworth, Charlize Theron, Emily Blunt"
269149,Zootopia,1023784195,7.747,16669,Disney Plus,"Animation, Adventure, Family, Comedy",150000000,109,en,False,,2016,,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",,,"Walt Disney Animation Studios, Walt Disney Pictures","Byron Howard, Rich Moore",Clark Spencer,"Jason Bateman, Ginnifer Goodwin, Idris Elba"
121856,Assassin's Creed,240700000,5.43,7821,"Netflix, Disney Plus, FilmBox+, Netflix Standard with Ads","Action, Adventure, Science Fiction",125000000,116,en,False,,2016,,"Through a technology that unlocks the generic memories of his ancestor in 15th century Spain, Callum Lynch discovers he is a descendant of an ancient line of Assassins and amasses lethal skills to take on the oppressive Templar Order.",,,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film",Justin Kurzel,"Michael Fassbender, Gerard Guillemot, Conor McCaughan, Jean-Julien Baronnet, Frank Marshall, Arnon Milchan, Patrick Crowley","Michael Fassbender, Marion Cotillard, Jeremy Irons"
330459,Rogue One: A Star Wars Story,1056057273,7.495,15563,Disney Plus,"Action, Adventure, Science Fiction",200000000,133,en,False,,2016,,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,,,Lucasfilm Ltd.,Gareth Edwards,"Tony To, Simon Emanuel, Allison Shearmur, Kathleen Kennedy, Leifur B. Dagfinnsson","Felicity Jones, Diego Luna, Alan Tudyk"
271110,Captain America: Civil War,1155046416,7.445,23101,Disney Plus,"Adventure, Action, Science Fiction",250000000,147,en,False,,2016,,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",,,Marvel Studios,"Joe Russo, Anthony Russo",Kevin Feige,"Chris Evans, Robert Downey Jr., Scarlett Johansson"
340666,Nocturnal Animals,29300000,7.423,7931,,"Drama, Thriller",22500000,117,en,False,,2016,,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",,,"Fade to Black, Artina Films, Focus Features, Perfect World Pictures",Tom Ford,"Robert Salerno, Tom Ford","Amy Adams, Jake Gyllenhaal, Michael Shannon"
334533,Captain Fantastic,23123592,7.897,6515,Sundance Now Amazon Channel,"Adventure, Drama",5000000,118,en,False,,2016,,"Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",,,"Electric City Entertainment, Shivhans Pictures",Matt Ross,"Shivani Rawat, Lynette Howell Taylor, Jamie Patricof, Monica Levinson","Viggo Mortensen, George MacKay, Samantha Isler"
324560,Brimstone,0,7.145,1165,,"Thriller, Western",13000000,148,en,False,,2016,,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",,,"Illusion Film, N279 Entertainment, FilmWave, Prime Time, X Filme Creative Pool, Backup Media, Film i Väst, Proton Cinema, New Sparta Films, Embankment Films, The Jokers Films, Canal+, Ciné+, Cine Tirol, Paradiso Filmed Entertainment",Martin Koolhoven,"Els Vandevorst, Uwe Schott","Guy Pearce, Dakota Fanning, Carice van Houten"
324668,Jason Bourne,415484914,6.362,5825,"Sky Go, Now TV Cinema","Action, Thriller",120000000,123,en,False,,2016,,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,,,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures",Paul Greengrass,"Matt Damon, Paul Greengrass, Gregory Goodman, Frank Marshall, Ben Smith, Jeffrey M. Weiner","Matt Damon, Tommy Lee Jones, Alicia Vikander"
419430,Get Out,255407969,7.619,17851,"Amazon Prime Video, Amazon Prime Video with Ads","Mystery, Thriller, Horror",4500000,104,en,False,,2017,,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",,,"Monkeypaw Productions, Blumhouse Productions, QC Entertainment",Jordan Peele,"Jason Blum, Edward H. Hamm Jr. 	, Sean McKittrick, Jordan Peele","Daniel Kaluuya, Allison Williams, Catherine Keener"
141052,Justice League,661326987,6.075,13136,"Sky Go, Now TV Cinema","Action, Adventure, Science Fiction",300000000,120,en,False,,2017,,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",,,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",Zack Snyder,"Deborah Snyder, Charles Roven, Jon Berg, Geoff Johns","Ben Affleck, Henry Cavill, Amy Adams"
263115,Logan,619021436,7.82,19601,Disney Plus,"Action, Drama, Science Fiction",97000000,137,en,False,,2017,,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",,,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",James Mangold,"Lauren Shuler Donner, Simon Kinberg, Hutch Parker","Hugh Jackman, Dafne Keen, Patrick Stewart"
281338,War for the Planet of the Apes,490719763,7.207,9231,Disney Plus,"Drama, Science Fiction, War",150000000,140,en,False,,2017,,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",,,"20th Century Fox, TSG Entertainment, Chernin Entertainment",Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Andy Serkis, Woody Harrelson, Karin Konoval"
315837,Ghost in the Shell,169801921,6.09,8144,,"Science Fiction, Drama, Action",110000000,107,en,False,,2017,,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",,,"Weying Galaxy Entertainment, Paramount Pictures, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions",Rupert Sanders,"Ari Arad, Avi Arad, Steven Paul, Maguy R. Cohen, Michael Costigan","Scarlett Johansson, Takeshi Kitano, Michael Pitt"
126889,Alien: Covenant,240891763,6.2,8878,Disney Plus,"Science Fiction, Horror, Thriller",97000000,122,en,False,,2017,,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",,,"20th Century Fox, Brandywine Productions, Scott Free Productions",Ridley Scott,"Michael Schaefer, David Giler, Mark Huffam, Walter Hill, Ridley Scott","Michael Fassbender, Katherine Waterston, Billy Crudup"
353491,The Dark Tower,113231078,5.771,5222,"Amazon Prime Video, Sky Go, Now TV Cinema, Amazon Prime Video with Ads","Fantasy, Action, Science Fiction",60000000,95,en,False,,2017,,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,,,"Columbia Pictures, MRC, Imagine Entertainment, Weed Road Pictures",Nikolaj Arcel,"Ron Howard, Akiva Goldsman, Brian Grazer, Stephen King","Idris Elba, Matthew McConaughey, Tom Taylor"
395834,Wind River,44998252,7.436,5370,MGM Plus Amazon Channel,"Crime, Mystery, Thriller",11000000,107,en,False,,2017,,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,,,"Savvy Media Holdings, Thunder Road, Film 44, Acacia Filmed Entertainment, Riverstone Pictures, Voltage Pictures, Synergics Films, Star Thrower Entertainment, Tunica-Biloxi Tribe of Louisiana, The Fyzz, Wild Bunch",Taylor Sheridan,"Matthew George, Basil Iwanyk, Wayne L. Rogers, Elizabeth A. Bell, Peter Berg","Jeremy Renner, Elizabeth Olsen, Gil Birmingham"
418078,It Comes at Night,19280931,5.847,2428,,"Drama, Horror, Mystery",5000000,91,en,False,,2017,,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.",,,"A24, Animal Kingdom",Trey Edward Shults,"David Kaplan, Andrea Roa","Joel Edgerton, Christopher Abbott, Carmen Ejogo"
297762,Wonder Woman,823970682,7.217,20211,"Sky Go, Now TV Cinema","Action, Adventure, Fantasy",149000000,141,en,False,,2017,,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,,,"Atlas Entertainment, Cruel & Unusual Films, DC Films",Patty Jenkins,"Deborah Snyder, Richard Suckle, Charles Roven, Zack Snyder","Gal Gadot, Chris Pine, Connie Nielsen"
399170,Logan Lucky,48453605,6.729,3601,"STUDIOCANAL PRESENTS Apple TV Channel, Studiocanal Presents Amazon Channel, Sundance Now Amazon Channel","Comedy, Crime, Action, Drama",29000000,119,en,False,,2017,,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",,,Fingerprint Releasing,Steven Soderbergh,"Reid Carolin, Gregory Jacobs, Mark Johnson, Channing Tatum","Channing Tatum, Adam Driver, Daniel Craig"
305470,Power Rangers,142300000,6.257,4454,,"Action, Adventure, Science Fiction",105000000,124,en,False,,2017,,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",,,"Lionsgate, Saban Brands, Saban Films, Temple Hill Entertainment, TIK Films",Dean Israelite,"Brian Casentini, Roberto Orci, Marty Bowen, Haim Saban, Wyck Godfrey","Dacre Montgomery, RJ Cyler, Ludi Lin"
335984,Blade Runner 2049,259239658,7.58,14111,,"Science Fiction, Drama",150000000,164,en,False,,2017,,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",,,"Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment",Denis Villeneuve,"Broderick Johnson, Cynthia Sikes, Bud Yorkin, Andrew A. Kosove","Ryan Gosling, Harrison Ford, Ana de Armas"
395992,Life,100541806,6.441,7502,"Amazon Prime Video, Amazon Prime Video with Ads","Horror, Science Fiction, Mystery, Thriller",58000000,104,en,False,,2017,,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",,,"Columbia Pictures, Skydance Media",Daniel Espinosa,"Julie Lynn, Dana Goldberg, Bonnie Curtis, David Ellison","Jake Gyllenhaal, Ryan Reynolds, Rebecca Ferguson"
